ZYMC,SZD,SFSYL,SF985,SF211,JHRS_3,JHRS_2,JHRS_1,SJRS_3,SJRS_2,SJRS_1,XX_Med_3,XX_Med_2,XX_Med_1,ZY_Max_3,ZY_Max_2,ZY_Max_1,ZY_Min_3,ZY_Min_2,ZY_Min_1,CS,NX,YJ
生物技术,海南,1,0,1,2,4,2,2,4,2,16653,16396,14820,15305,16053,13368,16653,26156,14511,0.583333333333333,0.666666666666667,0.833333333333333
药学,海南,1,0,1,4,2,6,4,2,6,16653,16396,14820,16369,16053,10689,18254,18895,14222,0.694444444444444,0.583333333333333,1
环境科学,海南,1,0,1,3,3.5,4,3,3.5,4,16653,15736.5,14820,16369,15594.5,14820,18907,17465,16023,0.875,0.541666666666667,1
自动化,海南,1,0,1,2,2,1,2,2,1,16653,16396,14820,14783,11413,13368,15054,14111,13368,0.5,0.5,1
建筑学,海南,1,0,1,1,1,3,1,1,3,16653,16396,14820,13676,13520,16023,13676,13520,16639,0.444444444444444,1,0.888888888888889
水利类,重庆,0,0,0,184,165,174.5,184,169,176.5,27327,27067,27197,16653,17424,17038.5,31926,31660,31793,0.572308335477232,0.76505016722408,0.718677643426808
应用化学,重庆,0,0,0,35,34,34.5,35,34,34.5,27327,27067,27197,21994,21594,21794,30139,29327,29733,0.492857142857143,0.55126050420168,0.813445378151261
数学类,重庆,0,0,0,68,10,39,68,10,39,27327,27067,27197,20932,20060,20496,29337,26607,27972,0.333823529411765,0.480882352941177,0.78235294117647
知识产权,重庆,0,0,0,10,68,39,10,68,39,27327,27067,27197,24638,19275,21956.5,29730,29327,29528.5,0.542647058823529,0.529411764705882,0.869117647058824
工商管理类,重庆,0,0,0,157,91,25,157,91,25,34462,33970.5,33479,22734,23662,24590,36815,34930.5,33046,0.532484076433121,0.230573248407644,0.869936305732484
电子商务及法律,重庆,0,0,0,27,33,39,27,33,39,34462,33970.5,33479,25742,22305.5,18869,35851,33385,30919,0.497150997150997,0.301994301994302,0.646723646723647
金融数学,重庆,0,0,0,56,86,116,56,86,116,34462,33970.5,33479,26519,25930.5,25342,34877,35888.5,36900,0.512931034482758,0.404556650246305,0.77185960591133
应用统计学,重庆,0,0,0,52,45.5,39,52,45.5,39,34462,33970.5,33479,20292,21329.5,22367,35359,35708.5,36058,0.583333333333333,0.490384615384615,0.766025641025641
计算机类,北京,1,0,1,1,2,2,1,2,3,7076,7359,7050,5394,7146,5916,5394,7359,7693,0.833333333333333,0.777777777777778,1
地质工程,北京,1,0,1,1,1,1,1,1,1,15718,14818,13918,14506,14065,13624,14506,14065,13624,0,0.5,1
材料类,北京,1,0,1,2,1,1.5,2,1,1.5,15718,18497,17107.5,14783,18497,16640,16653,18497,17575,0.5,1,1
数学类,宁夏,1,0,1,2,2,2,2,2,2,20613,21397.5,21624,17640,21594,19177,19945,22780,20521,0.166666666666667,0.5,0.833333333333333
机械电子工程,陕西,0,0,0,2,2,2,2,2,2,26519,24020,23874,26910,26156,22015,26910,26607,22367,0.333333333333333,0.833333333333333,1
自动化,陕西,0,0,0,2,2,2,2,3,2.5,26519,24020,25269.5,23105,22007,22556,23478,23187,23332.5,0.416666666666667,1,1
物理学类,陕西,1,0,1,3,2,2,3,2,2,10313,10179,10951,8289,8532,8512,9672,9034,9441,0.833333333333333,0.888888888888889,0.833333333333333
物理学,陕西,1,0,1,2,4,2,2,5,3,10313,10179,10951,8107,10046,9702,8107,12316,10689,0.688888888888889,0.6,0.822222222222222
化学类,陕西,1,0,1,2,2,2,2,2,2,10313,10179,10246,10313,10312,10312.5,10313,10573,10443,0.5,0.75,1
临床医学,宁夏,0,0,0,4,4,4,4,4,4,15711.5,14274.5,14993,10983,10876,10929.5,12646,12594,12620,0.75,0.5,1
通信工程,陕西,0,0,0,2,2,2,2,2,2,26519,25196.5,23874,20292,20774,21256,23105,22364.5,21624,0.25,1,0.75
地质工程,陕西,0,0,0,2,2,2,2,2,2,26519,25196.5,23874,24262,23867.5,23473,28110,26350,24590,0.75,1,1
资源勘查工程,陕西,0,0,0,2,3,2,2,3,3,26519,24020,23874,28494,22405,24590,28911,25708,25342,0.722222222222222,0.888888888888889,0.888888888888889
计算机类,陕西,1,0,1,3,4,2,3,4,2,10313,10179,10951,9263,8013,9207,9887,9267,10199,0.75,0.888888888888889,0.722222222222222
软件工程,陕西,1,0,1,2,2,2,2,3,2.5,10313,10179,10246,6603,8267,7435,7925,12594,10259.5,0.75,0.666666666666667,1
能源化学工程,陕西,1,0,1,2,2,2,2,2,2,10313,10632,10951,11449,11200,10951,11682,11714.5,11747,0.5,0.5,1
麻醉学,宁夏,0,0,0,2,2,2,2,2,2,15711.5,14274.5,14993,14783,14111,14447,14783,14111,14447,0.75,0.5,0.75
医学影像学,宁夏,0,0,0,2,2,2,2,2,2,15711.5,14274.5,14993,17640,13210,15425,18907,14438,16672.5,0.5,0.25,0.75
医学检验技术,宁夏,0,0,0,2,2,2,2,2,2,15711.5,14274.5,14993,15054,14760,14907,16369,15386,15877.5,0.75,0.25,0.75
基础医学,宁夏,0,0,0,2,2,2,2,2,2,15711.5,14274.5,14993,20613,16053,18333,21263,17077,19170,1,0.75,1
预防医学,宁夏,0,0,0,2,2,2,2,2,2,15711.5,14274.5,14993,16975,15708,16341.5,23105,17424,20264.5,0.75,0.5,1
测绘工程,陕西,0,0,0,2,2,2,2,2,2,26519,25196.5,23874,29337,27339.5,25342,29730,27536,25342,0.75,0.5,0.75
地理信息科学,陕西,0,0,0,2,2,2,2,2,2,26519,25196.5,23874,29730,27160,24590,29730,27536,25342,0.25,0.75,0.75
材料类,陕西,0,0,0,3,2,2.5,3,2,2.5,26519,24020,25269.5,25742,25285,25513.5,28110,27067,27588.5,0.416666666666667,0.833333333333333,0.833333333333333
化学工程与工艺,陕西,0,0,0,2,2,2,2,2,2,26519,24020,25269.5,26910,24020,25465,29337,25708,27522.5,0.5,0.5,1
食品科学与工程,陕西,1,0,1,2,4,2,2,3,2,10313,10179,10951,10525,12594,11206,11911,13520,11981,0.444444444444444,0.833333333333333,1
生物工程,陕西,1,0,1,1,1.5,2,1,1.5,2,10313,10632,10951,12194,11842,11490,12194,12087.5,11981,0.5,1,0.5
水利类,甘肃,1,1,1,2,2,2,2,2,2,7076,7791,7433.5,7753,6308,7030.5,7925,6933,7429,0.5,0.75,1
环境科学,新疆,1,0,1,2,2,3,2,2,3,29337,24650,26300,28110,26156,26101,36341,26607,26903,0.277777777777778,1,1
化学工程与工艺,陕西,0,0,0,3,3,3,3,3,3,29730,30698,30214,26519,27067,26793,32777,33072,32924.5,0.5,0.833333333333333,1
数学类,陕西,0,0,0,4,4,3,4,4,3,29730,29788,29233,26519,21594,26499,27727,28863,30491,0.444444444444444,0.583333333333333,1
应用物理学,陕西,0,0,0,3,3,4,3,3,4,29730,29788,29233,25364,31660,26101,30568,32603,28030,0.416666666666667,0.916666666666667,0.555555555555555
化学类,陕西,0,0,0,4,4,4,6,4,5,29730,29788,29759,25742,26156,25949,32358,32131,32244.5,0.541666666666667,0.541666666666667,0.916666666666667
机械类,陕西,0,0,0,4,4.5,5,4,5,6,29730,29481.5,29233,28494,24875,21256,31471,31195,30919,0.458333333333333,0.5,1
工商管理类,甘肃,1,1,1,3,2.5,2,3,2.5,2,7076,7169.5,7263,7595,4736,1877,7753,5942,4131,0.583333333333333,0.583333333333333,1
电子信息类,甘肃,1,1,1,4,2,2,4,2,2,7076,7791,7263,5250,7561,4862,7076,7791,5916,0.416666666666667,0.583333333333333,0.916666666666667
材料类,甘肃,1,1,1,2,2,2,2,2,2,7076,7791,7433.5,7428,7359,7393.5,7595,7791,7693,0.75,1,1
能源与动力工程,新疆,1,0,1,2,2,2,2,2,2,29337,24650,26300,23849,16396,23874,29337,17424,25727,0.833333333333333,0.833333333333333,1
材料类,陕西,0,0,0,7,3,4,7,3,4,29730,29788,29233,25742,29327,27656,31015,31180,29233,0.726190476190476,0.674603174603175,0.841269841269841
能源动力类,陕西,0,0,0,3,4,3.5,3,4,3.5,29730,29788,29759,25742,22405,24073.5,31926,31180,31553,0.25,1,0.833333333333333
电气类,陕西,0,0,0,4,4,4,4,4,4,29730,29481.5,29233,26910,26505.5,26101,32358,30589.5,28821,0.75,0.75,0.875
计算机类,陕西,0,0,0,4,5,4,4,6,4,29730,29788,29233,18254,28400,29233,24638,31660,31359,0.5,0.638888888888889,0.833333333333333
化工与制药类,陕西,0,0,0,5,4,4.5,5,4,4.5,29730,29788,29759,29730,27067,28398.5,32358,30252,31305,0.225,0.425,0.775
服装设计与工程,陕西,0,0,0,4,4,4,4,4,4,29730,29788,29759,28494,27067,27780.5,31015,30252,30633.5,0.5,0.125,1
轻化工程,陕西,0,0,0,5,4,3,5,4,3,29730,29788,29233,24999,27067,29233,31926,31660,31359,0.688888888888889,0.494444444444444,0.866666666666667
酒店管理,新疆,1,0,1,2,2,2,2,2,2,29337,24650,26300,31015,37035,26903,34877,38506,28030,0.666666666666667,0.833333333333333,1
工商管理,陕西,0,0,0,3,3,3,3,3,3,29730,29788,29233,26519,26156,29634,30139,30698,31744,0.444444444444444,0.444444444444444,0.555555555555556
焊接技术与工程,甘肃,0,0,0,6,6,6,6,6,6,33839.5,34312.5,36058,32777,34067,14222,35359,36536,37355,0.388888888888889,0.833333333333333,0.722222222222222
金属材料工程,甘肃,0,0,0,2,2,2,3,2,2,33839.5,34312.5,36058,34877,27501,15719,35851,35541,17223,0.555555555555556,0.5,0.833333333333333
经济学类,新疆,1,0,1,3,2,2,3,2,2,27727,27945,26499,19242,15060,22743,24999,20060,23107,0.611111111111111,0.555555555555556,1
旅游管理,新疆,1,0,1,2,2,2,2,2,2,27727,27113,26499,20613,24923,29233,20932,25711.5,30491,0,0.5,0.5
材料科学与工程,新疆,1,0,1,4,9,6.5,4,9,6.5,27727,27945,27836,22380,27945,25162.5,30568,30698,30633,0.416666666666667,0.472222222222222,0.888888888888889
工商管理类,新疆,1,0,1,4,2,1,4,2,1,27727,27945,26499,22734,28400,9207,28494,30252,9207,0.416666666666667,0.75,0.833333333333333
化工与制药类,新疆,1,0,1,6,2,2,6,2,2,27727,27945,26499,21994,23187,19847,30568,24845,24947,0.444444444444444,0.666666666666667,0.611111111111111
应用化学,新疆,1,0,1,4,8,4,4,8,4,27727,27945,26499,21623,25708,25727,29730,30252,31359,0.291666666666667,0.583333333333333,0.666666666666667
机械类,新疆,1,0,1,8,4,4,8,4,4,27727,27945,26499,25742,24845,20877,30568,29788,31359,0.625,0.583333333333333,0.791666666666667
金融工程,陕西,0,0,0,2,2,2,2,2,2,14091,16112,18371.5,14506,17786,18869,16369,17786,18869,0.333333333333333,0.333333333333333,0.833333333333333
法学(刑事法),陕西,0,0,0,2,2,2,2,2,2,14091,16112,18371.5,13394,14438,17874,13676,14438,17874,1,0.5,1
植物保护,陕西,1,1,1,2,2,2,2,2,2,10861.5,10775.25,10689,5394,6328.5,7263,11449,10214.5,8980,0.25,0.5,0.75
自动化,甘肃,0,0,0,2,2,4,2,2,4,33839.5,34312.5,36058,28494,33072,33479,31471,33072,37812,0.333333333333333,0.75,1
土木工程,甘肃,0,0,0,4,4,4,4,4,4,33839.5,34312.5,34076,26132,28863,27497.5,34046,34067,34056.5,0.625,0.75,0.75
交通运输,甘肃,0,0,0,2,2,2,4,2,3,28110,33577,30843.5,13394,27945,20669.5,25364,30252,27808,0.75,1,0.625
交通工程,甘肃,0,0,0,1,1,1,1,1,1,28110,33577,30843.5,29730,31660,30695,29730,31660,30695,0,1,1
物流管理,甘肃,0,0,0,2,2,2,2,3,2.5,28110,33577,30843.5,30568,35057,32812.5,30568,37035,33801.5,0.583333333333333,1,1
电子信息工程,新疆,1,0,1,6,6,8,6,6,8,27727,27945,26499,21994,28400,24947,28110,30698,29634,0.333333333333333,0.611111111111111,0.694444444444445
土木类,新疆,1,0,1,8,14,2,8,14,2,27727,27945,26499,25364,24020,15133,30139,30252,27267,0.261904761904762,0.672619047619048,0.744047619047619
水利类,新疆,1,0,1,6,8,7,6,8,7,27727,27945,27836,25364,24455,24909.5,30568,31180,30874,0.583333333333333,0.770833333333333,0.770833333333333
草业科学,陕西,1,1,1,2,2,2,2,2,2,10861.5,11693,11277.25,11449,12594,12021.5,11682,14438,13060,0.5,1,1
动物医学类,陕西,1,1,1,2,2,2,2,2,2,10861.5,11693,10689,10740,9034,10951,11682,12316,11747,0.833333333333333,0.333333333333333,0.833333333333333
城乡规划,陕西,1,1,1,2,3,4,2,3,4,10861.5,10775.25,10689,11449,11598,11747,11682,11962,12242,0.5,0.5,1
电子信息工程,陕西,1,1,1,2,2,2,2,2,2,10861.5,11693,11277.25,8480,8771,8625.5,8875,9530,9202.5,1,0.75,1
土木工程,甘肃,0,0,0,2,2,2,2,2,2,28110,33577,30843.5,25364,28863,27113.5,26519,33577,30048,0.75,1,0.25
工程造价,甘肃,0,0,0,1,1,1,1,1,1,28110,33577,30843.5,28110,34558,31334,28110,34558,31334,1,0.5,1
车辆工程,甘肃,0,0,0,4,4,4,4,4,4,28110,33577,30843.5,26519,23612,25065.5,28110,35057,31583.5,0.875,0.75,0.875
能源与动力工程,甘肃,0,0,0,2,2,2,2,2,2,28110,33577,30843.5,28911,36536,32723.5,30139,36536,33337.5,0.5,1,0.75
园林,新疆,1,0,1,4,2,3,4,2,3,27727,27945,27836,39107,21594,30350.5,40584,21594,31089,0.5,0.25,0.5
临床医学,新疆,1,0,1,12,4,8,12,4,8,27727,27945,27836,14271,16739,15505,20292,24455,22373.5,0.708333333333333,0.25,0.916666666666667
计算机类,陕西,1,0,1,20,4,8,20,4,8,3016,3226,4444,2292,3085,3143,3016,3337,4287,0.833333333333333,0.8,0.908333333333333
信息与计算科学,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30548.5,23849,31660,27754.5,26132,34067,30099.5,0.75,0.25,0.75
机械电子工程,陕西,0,0,0,3,2.5,2,3,2.5,2,28494,29292,30090,28911,28659.5,28408,31926,30780,29634,0.5,1,1
测控技术与仪器,陕西,0,0,0,3,2.5,2,3,2.5,2,28494,29292,30090,26519,24813,23107,30139,30529,30919,0.583333333333333,0.833333333333333,0.833333333333333
生物科学类,陕西,1,1,1,4,3,2,4,3,2,10861.5,10775.25,10689,9069,10010,10951,10983,10967,10951,0.375,0.75,0.875
自动化,甘肃,0,0,0,2,2,2,2,2,2,28110,33577,30843.5,28911,32603,30757,28911,35057,31984,0.5,0.75,1
通信工程,甘肃,0,0,0,2,3,2.5,2,3,2.5,28110,33577,30843.5,26910,34558,30734,28911,36536,32723.5,0.833333333333333,0.666666666666667,1
护理学,甘肃,1,1,1,2,4,4,2,5,4,12789.5,16739,25957.5,10525,15060,18216,15054,20060,33046,0.683333333333333,0,1
护理学,新疆,1,0,1,2,5,3.5,2,5,3.5,27727,27945,27836,26519,23612,25065.5,27327,26607,26967,0.55,0.45,0.65
预防医学,新疆,1,0,1,4,4,4,4,4,4,27727,27945,27836,20292,29327,24809.5,21994,31180,26587,0.375,0.5,0.875
医学影像学,新疆,1,0,1,2,4,3,2,4,3,27727,27945,27836,18566,17424,17995,20292,30698,25495,0.75,0.875,0.625
生物科学类,新疆,1,0,1,8,2,5,8,2,5,27727,27945,27836,22734,23187,22960.5,33633,25708,29670.5,0.5625,0.75,0.875
材料化学,陕西,0,0,0,2,3,2,2,3,2,28494,32603,30090,30139,28400,31744,30568,30698,32157,0.722222222222222,1,1
金属材料工程,陕西,0,0,0,3,2,3,3,2,3,28494,32603,30090,28494,27067,29233,31015,32603,32157,0.666666666666667,0.611111111111111,1
电子信息工程,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30548.5,24262,29327,26794.5,28494,29788,29141,0.75,1,1
电子科学与技术,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30090,26519,33577,27267,27327,33577,29233,0.833333333333333,0.833333333333333,1
通信工程,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30548.5,24638,29788,27213,27727,33072,30399.5,0.75,0.5,1
工商管理类,陕西,1,1,1,3,3,3,3,3,3,10861.5,11693,11277.25,10525,10573,10549,10983,12911,11947,0.5,0.666666666666667,0.833333333333333
风景园林,陕西,1,1,1,2,2,2,2,2,2,10861.5,10775.25,10689,11682,11831.5,11981,11911,12076.5,12242,0,0.75,1
中医学,甘肃,0,0,0,1,2,1.5,1,2,1.5,19945,20060,20002.5,17335,20423,18879,17335,20423,18879,0.25,0.75,1
化学类,甘肃,1,1,1,2,2,2,2,2,2,11924,11445,10966,8289,8400.5,8512,11202,10822,10442,0.25,0.75,0.5
英语(师范类),新疆,1,0,1,2,4,3,2,4,3,27727,27945,27836,23478,19275,21376.5,26132,25285,25708.5,0.75,0,1
资源勘查工程,新疆,1,0,0,4,3,2,4,3,2,30139,28400,32157,24262,24455,25342,35359,29327,33046,0.638888888888889,0.916666666666667,0.75
石油工程,新疆,1,0,0,3,2,3,3,2,3,30139,28400,32157,26132,21201,16935,31926,24455,33479,0.555555555555556,1,0.888888888888889
软件工程,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30548.5,23478,29788,26633,24999,30698,27848.5,0.75,0.5,0.75
物联网工程,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30548.5,27327,29327,28327,27727,29327,28527,0.25,0.75,0.75
信息对抗技术,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30090,25364,33577,30491,25364,33577,32587,0.5,0.5,1
环境工程,陕西,0,0,0,2,2,2,2,2,3,28494,32603,30090,31015,27945,28821,31926,29327,30491,0.611111111111111,0.555555555555556,0.666666666666667
化学类,陕西,1,1,1,3,3,3,3,3.5,4,10861.5,10775.25,10689,9672,9439.5,9207,10740,11115,11490,0.75,0.166666666666666,0.833333333333333
地质学类,甘肃,1,1,1,2,2,2,2,2,2,11924,11445,10966,12646,12068,11490,13170,12330,11490,0.5,0.75,0.5
临床医学,青海,1,0,1,2,1,1,2,1,1,23478,21201,18216,13170,15060,14511,13967,15060,14511,0.5,0.333333333333333,0.5
中医学,青海,1,0,1,1,1,1,1,1,1,23478,21201,22339.5,23105,33577,28341,23105,33577,28341,0.5,0,1
护理学,青海,1,0,1,1,1,1,1,1,1,23478,21201,18216,24638,15060,15719,24638,15060,15719,0.333333333333333,0,0.666666666666667
计算机类,新疆,1,0,0,6,6,3,6,6,3,30139,28400,32157,16975,20423,20191,25742,30252,34768,0.722222222222222,0.722222222222222,0.888888888888889
勘查技术与工程,新疆,1,0,0,2,2.5,3,2,2.5,3,30139,31148,32157,33633,28553,23473,35851,36176,36501,0.75,0.416666666666667,0.75
化学工程与工艺,新疆,1,0,0,4,2,3,4,2,3,30139,28400,32157,22380,28400,8091,35359,28400,33929,0.583333333333333,0.666666666666667,0.916666666666667
机械类,新疆,1,0,0,6,3,2,6,3,2,30139,28400,32157,27327,24455,18216,35359,31180,23107,0.888888888888889,0.833333333333333,0.611111111111111
油气储运工程,新疆,1,0,0,2,3,2,2,3,2,30139,28400,32157,19945,16396,19847,23478,26156,37355,0.666666666666667,0.722222222222222,0.611111111111111
能源化学工程,新疆,1,0,0,2,2,2,2,2,2,30139,31148,32157,27327,25035,22743,30568,31577.5,32587,0.75,0.75,1
会计学,新疆,1,0,0,2,2,3,2,2,3,30139,28400,32157,31471,29788,34364,32777,34067,34768,0.833333333333333,0.555555555555556,0.666666666666667
生物医学工程,陕西,0,0,0,2,2,2,2,2,2,28494,32603,30090,23478,30698,29634,26519,32603,31359,0.666666666666667,0.5,0.833333333333333
建筑学,陕西,0,0,0,2,2,2,2,2,2,25937,18497,17545,10525,5700,8750,10740,5920,12242,1,0.333333333333333,1
城乡规划,陕西,0,0,0,2,2,2,2,2,2,25937,18497,17545,8480,7561,11206,12429,9530,13624,0.833333333333333,0.5,1
土木工程,陕西,0,0,0,5,5,5,5,5,5,25937,18497,17545,13394,7146,12242,24262,12020,14511,0.666666666666667,0.933333333333333,0.866666666666667
水利类,陕西,1,0,1,2,4,2,2,4,2,12908,10724.5,9441,13394,9530,10199,13676,19275,10442,0.5,0.583333333333333,0.75
能源与动力工程,陕西,1,0,1,2,7.5,13,2,7.5,13,12908,11174.5,9441,10313,9412.5,8512,13170,11806,10442,0.519230769230769,0.961538461538461,0.711538461538461
地质工程,陕西,1,0,1,2,2.5,3,2,2.5,3,12908,11174.5,9441,12908,11057.5,9207,13394,12172.5,10951,0.583333333333333,0.833333333333333,0.833333333333333
植物生产类,青海,1,0,1,1,1,2,1,1,2,23478,21201,18216,19242,34067,19847,19242,34067,19847,0.666666666666667,0.666666666666667,1
林学,青海,1,0,1,1,1,1,1,1,1,23478,21201,22339.5,24262,19275,21768.5,24262,19275,21768.5,1,0,1
应用化学,青海,1,0,1,1,1,1,2,1,1,23478,21201,18216,21263,26607,17223,23478,26607,17223,0,0.666666666666667,1
经济学类,新疆,1,0,0,2,6,2,2,6,2,30139,28400,32157,31015,24020,32157,32777,31180,32157,0.666666666666667,0.277777777777778,0.722222222222222
计算机类,陕西,0,0,0,3,2,2,3,2,2,25937,18497,17545,22380,14111,16639,24638,15708,17545,0.722222222222222,0.722222222222222,0.833333333333333
自动化类,陕西,1,0,1,6,6,6,6,6,6,12908,11174.5,9441,10081,9644,9207,13170,11806,10442,0.666666666666667,0.833333333333333,1
测绘类,陕西,1,0,1,2,2,2,2,2.5,3,12908,11174.5,9441,11202,11076.5,10951,12646,11798.5,10951,0.25,0.5,1
建筑类,陕西,1,0,1,5,2,3.5,5,2,3.5,12908,10724.5,11816.25,8289,11693,9991,13170,14760,13965,0.55,1,0.9
土木工程,青海,1,0,1,2,2,1,2,2,1,23478,21201,18216,24638,17424,18216,24999,21201,18216,0.833333333333333,1,0.5
城乡规划,青海,1,0,1,1,1,1,1,0,1,23478,21201,18216,19242,18393.5,17545,19242,18393.5,17545,0.5,0.5,1
生物技术,青海,1,0,1,1,1,1,1,1,1,23478,21201,18216,24999,18497,19847,24999,18497,19847,0.333333333333333,1,1
生物工程,青海,1,0,1,1,1,1,1,1,1,23478,21201,18216,15054,31180,19552,15054,31180,19552,0,0,1
地质工程,青海,1,0,1,1,1,1,1,1,1,23478,21201,18216,13676,25708,17223,13676,25708,17223,0.333333333333333,0.666666666666667,0.666666666666667
金融学,青海,1,0,1,1,1,1,1,1,1,23478,21201,22339.5,24999,21201,23100,24999,21201,23100,0,0.5,1
工商管理类,陕西,0,0,0,3,2,2.5,5,2,3.5,25937,18497,22217,19945,17077,18511,40584,18111,29347.5,0.65,0.8,0.9
电子信息类,陕西,0,0,0,3,3,2,3,3,2,25937,18497,17545,24638,16739,17545,29730,22405,18216,0.777777777777778,0.777777777777778,1
金属材料工程,陕西,0,0,0,3,2,2.5,3,2,2.5,25937,18497,22217,31926,17077,24501.5,34046,17424,25735,0.416666666666667,0.75,0.833333333333333
材料类,陕西,0,0,0,6,2,2,6,4,2,25937,18497,17545,15054,20423,19552,37277,24020,21624,0.527777777777778,0.777777777777778,0.75
交通工程,陕西,1,0,1,2,2,2,2,2,2,12908,10724.5,11816.25,7255,9267,8261,8480,9790,9135,0.25,0.75,1
电子商务,青海,1,0,1,1,1,1,1,1,0,23478,21201,18216,23849,18895,21372,23849,18895,21372,0.5,0.5,0.5
化工与制药类,青海,1,0,1,1,1,1,1,2,1,23478,21201,18216,24638,34067,19847,24638,35057,19847,0.5,0,1
水利类,青海,1,0,1,2,2,1,2,2,1,23478,21201,18216,24638,17424,17874,25364,33072,17874,0.5,0.666666666666667,0.833333333333333
工商管理类,青海,1,0,1,1,1,1,1,1,1,23478,21201,22339.5,18254,21201,19727.5,18254,21201,19727.5,1,0.5,1
交通运输,陕西,0,0,0,2,2,2,2,2,2,25937,18497,17545,16100,14760,14820,23478,27945,18216,1,0.666666666666667,1
